gene_symbol,citrus_sinensis_id,arabidopsis_id,gene_description,mapman_bin,condition,condition_label,log2_fold_change_vs_healthy,direction
*,orange1.1g045695m,AT1G12570,Glucose-methanol-choline(GMC)oxidoreductase,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP1,orange1.1g046382m,AT1G07390,receptor like protein 1,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP1,orange1.1g046382m,AT1G07390,receptor like protein 1,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.36488,up
*,orange1.1g046398m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g046398m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g046398m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.35081,up
,orange1.1g046486m,AT4G16380,Heavy metal transport/detoxification protein,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g046486m,AT4G16380,Heavy metal transport/detoxification protein,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.81044,up
*,orange1.1g046544m,AT3G47570,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PHT1;4,orange1.1g046667m,AT2G38940,phosphate transporter 1;4,transport.phosphate,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PHT1;4,orange1.1g046667m,AT2G38940,phosphate transporter 1;4,transport.phosphate,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.03756,up
PHT1;4,orange1.1g046667m,AT2G38940,phosphate transporter 1;4,transport.phosphate,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.19186,up
HSFC1,orange1.1g046676m,AT5G03720,heat shock transcription factor C1,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSFC1,orange1.1g046676m,AT5G03720,heat shock transcription factor C1,"RNA.regulation of transcription.HSF,Heat-shock transcription factor family",severe_ctv_b6,severe Citrus tristeza virus strain B6,1.05603,up
RLP6,orange1.1g046844m,AT1G45616,receptor like protein 6,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP6,orange1.1g046844m,AT1G45616,receptor like protein 6,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.34072,up
RLK1,orange1.1g047157m,AT5G60900,receptor-like protein kinase 1,signalling.receptor kinases.DUF 26,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLK1,orange1.1g047157m,AT5G60900,receptor-like protein kinase 1,signalling.receptor kinases.DUF 26,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.27518,up
MYB66,orange1.1g047269m,AT5G14750,"WER,ATMYB66,WER1,MYB66",RNA.regulation of transcription.MYB domain transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
MYB66,orange1.1g047269m,AT5G14750,"WER,ATMYB66,WER1,MYB66",RNA.regulation of transcription.MYB domain transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.47242,up
PMEI,orange1.1g047288m,AT1G23200,Plant invertase/pectinmethyl esterase inhibitor,cell wall.pectin*esterases.PME,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TIR-NBS-LRR,orange1.1g047309m,AT1G72840,"disease resistance protein(TIR-NBS-LRRclass),putative",stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g047337m,AT3G24330,O-Glycosylhydrolases family17 protein,"misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase",healthy_mock,healthy/mock-inoculated control,0.0,baseline
XYL4,orange1.1g047621m,AT5G64570,beta-D-xylosidase 4,cell wall.degradation.mannan-xylose-arabinose-fucose,healthy_mock,healthy/mock-inoculated control,0.0,baseline
XYL4,orange1.1g047621m,AT5G64570,beta-D-xylosidase 4,cell wall.degradation.mannan-xylose-arabinose-fucose,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.23964,down
UBQ3,orange1.1g047743m,AT5G03240,polyubiquitin3,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UBQ3,orange1.1g047743m,AT5G03240,polyubiquitin3,not assigned.unknown,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.53687,up
*,orange1.1g047796m,AT2G38380,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g047796m,AT2G38380,Peroxidase super family protein,misc.peroxidases,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.75562,up
*,orange1.1g047797m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g047797m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.06109,up
ATPase E1-E2,orange1.1g047874m,AT3G63380,ATPase E1-E2 type family protein,signalling.calcium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ATPase E1-E2,orange1.1g047874m,AT3G63380,ATPase E1-E2 type family protein,signalling.calcium,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.55041,up
ATPase E1-E2,orange1.1g047874m,AT3G63380,ATPase E1-E2 type family protein,signalling.calcium,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.49072,up
RLP6,orange1.1g047927m,AT1G45616,receptor like protein 6,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
HYR1,orange1.1g047945m,AT3G21760,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
HYR1,orange1.1g047945m,AT3G21760,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,-1.10946,down
Kunitz,orange1.1g048141m,AT1G17860,Kunitz family trypsin and protease inhibitor protein,stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g048145m,AT3G54070,ARM repeat super family protein,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP83B1,orange1.1g048189m,AT4G31500,"cytochromeP450,family83,subfamilyB,polypeptide1",,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP83B1,orange1.1g048189m,AT4G31500,"cytochromeP450,family83,subfamilyB,polypeptide1",,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.01541,up
FER,orange1.1g048439m,AT3G51550,Malectin/receptor-like protein kinase ,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII,healthy_mock,healthy/mock-inoculated control,0.0,baseline
FER,orange1.1g048439m,AT3G51550,Malectin/receptor-like protein kinase ,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.17449,up
CYP75B1,orange1.1g048667m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP75B1,orange1.1g048667m,AT5G07990,CytochromeP450 super family protein,misc.cytochrome P450,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.07301,up
CYP82C4,orange1.1g048689m,AT4G31940,"cytochromeP450,family82,subfamilyC,polypeptide4",misc.cytochrome P455,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RABA3,orange1.1g048709m,AT1G01200,RABGTPase homolog A3,signalling.G-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RABA3,orange1.1g048709m,AT1G01200,RABGTPase homolog A3,signalling.G-proteins,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.83006,up
*,orange1.1g048727m,AT5G51910,TCP family transcription factor,RNA.regulation of transcription.TCP transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g048727m,AT5G51910,TCP family transcription factor,RNA.regulation of transcription.TCP transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.00443,down
TIR-NBS-LRR,orange1.1g048831m,AT5G17680,"disease resistance protein(TIR-NBS-LRRclass),putative",stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
